date,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2021-07-16,0,21,0,29,14,0,,56,0,59,0,59,1,59,0,59,1,59,0,59,0,59,0,59,0,59,0,74,0,74,2,74,0,74,2,74,1,74,0,74,0,74,1,74,0,38,0,38,2,38,0,38,2,38,1,38,0,38,0,38,1,38,0,53,0,53,7,53,0,53,7,53,5,53,0,53,0,53,2,53,0
2021-07-17,0,28,0,0,7,0,,0,0,60,0,60,1,60,0,60,0,60,0,60,0,60,0,60,0,60,0,69,0,69,2,69,0,69,0,69,0,69,0,69,0,69,0,69,0,35,0,35,3,35,0,35,0,35,1,35,0,35,0,35,0,35,0,52,0,52,10,52,0,52,0,52,2,52,0,52,0,52,0,52,0
2021-07-18,0,19,14,0,12,0,,49,0,59,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,68,0,68,1,68,0,68,0,68,1,68,0,68,0,68,0,68,0,42,0,42,2,42,1,42,0,42,1,42,0,42,0,42,1,42,0,62,0,62,7,62,2,62,0,62,4,62,0,62,0,62,2,62,0
2021-07-19,0,14,0,0,14,0,,55,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,67,0,67,1,67,0,67,0,67,1,67,0,67,0,67,0,67,0,32,0,32,1,32,0,32,0,32,1,32,0,32,0,32,1,32,0,38,0,38,5,38,0,38,0,38,5,38,0,38,0,38,2,38,0
2021-07-20,0,7,0,19,14,0,,0,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,61,0,61,1,61,0,61,1,61,1,61,0,61,0,61,0,61,0,31,0,31,1,31,0,31,1,31,1,31,0,31,0,31,0,31,0,33,0,33,3,33,0,33,5,33,5,33,0,33,0,33,0,33,0
2021-07-21,0,31,0,11,15,0,,0,0,59,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,72,0,72,2,72,0,72,1,72,1,72,0,72,0,72,0,72,0,34,0,34,3,34,0,34,1,34,1,34,0,34,0,34,0,34,0,53,0,53,11,53,0,53,3,53,5,53,0,53,0,53,0,53,0
2021-07-22,75,23,0,31,7,0,,0,0,59,0,59,1,59,0,59,1,59,0,59,0,59,0,59,0,59,0,73,1,73,2,73,0,73,2,73,1,73,0,73,0,73,0,73,0,35,1,35,2,35,0,35,2,35,1,35,0,35,0,35,0,35,0,55,5,55,8,55,0,55,8,55,3,55,0,55,0,55,0,55,0
2021-07-23,0,0,0,22,8,0,,0,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,57,0,57,0,57,0,57,1,57,1,57,0,57,0,57,0,57,0,33,0,33,0,33,0,33,2,33,1,33,0,33,0,33,0,33,0,52,0,52,0,52,0,52,6,52,3,52,0,52,0,52,0,52,0
2021-07-24,0,28,0,0,27,0,,0,0,69,0,69,1,69,0,69,0,69,1,69,0,69,0,69,0,69,0,62,0,62,2,62,0,62,0,62,2,62,0,62,0,62,0,62,0,38,0,38,3,38,0,38,0,38,3,38,0,38,0,38,0,38,0,72,0,72,10,72,0,72,0,72,10,72,0,72,0,72,0,72,0
2021-07-25,0,25,0,33,24,0,,0,0,66,0,66,1,66,0,66,1,66,1,66,0,66,0,66,0,66,0,77,0,77,2,77,0,77,2,77,2,77,0,77,0,77,0,77,0,51,0,51,2,51,0,51,2,51,2,51,0,51,0,51,0,51,0,48,0,48,9,48,0,48,9,48,8,48,0,48,0,48,0,48,0
2021-07-26,0,26,14,17,18,0,,0,0,70,0,70,1,70,0,70,0,70,1,70,0,70,0,70,0,70,0,81,0,81,2,81,0,81,1,81,1,81,0,81,0,81,0,81,0,46,0,46,2,46,1,46,1,46,2,46,0,46,0,46,0,46,0,70,0,70,9,70,2,70,4,70,7,70,0,70,0,70,0,70,0
2021-07-27,0,32,0,51,12,0,,0,0,70,0,70,1,70,0,70,1,70,0,70,0,70,0,70,0,70,0,76,0,76,2,76,0,76,3,76,1,76,0,76,0,76,0,76,0,52,0,52,3,52,0,52,3,52,1,52,0,52,0,52,0,52,0,69,0,69,11,69,0,69,13,69,4,69,0,69,0,69,0,69,0
2021-07-28,30,12,0,17,24,0,,0,0,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,73,0,73,1,73,0,73,1,73,2,73,0,73,0,73,0,73,0,62,1,62,1,62,0,62,1,62,2,62,0,62,0,62,0,62,0,50,2,50,4,50,0,50,4,50,8,50,0,50,0,50,0,50,0
2021-07-29,30,31,0,17,36,0,,0,0,63,0,63,1,63,0,63,0,63,1,63,0,63,0,63,0,63,0,69,0,69,2,69,0,69,1,69,3,69,0,69,0,69,0,69,0,41,1,41,3,41,0,41,1,41,3,41,0,41,0,41,0,41,0,56,2,56,11,56,0,56,4,56,13,56,0,56,0,56,0,56,0
2021-07-30,0,29,16,10,0,0,,0,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,63,0,63,2,63,1,63,1,63,0,63,0,63,0,63,0,63,0,38,0,38,3,38,1,38,1,38,0,38,0,38,0,38,0,38,0,60,0,60,10,60,3,60,3,60,0,60,0,60,0,60,0,60,0
2021-07-31,0,7,15,0,13,0,,53,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,74,0,74,0,74,0,74,0,74,1,74,0,74,0,74,0,74,0,44,0,44,1,44,1,44,0,44,1,44,0,44,0,44,1,44,0,58,0,58,2,58,2,58,0,58,5,58,0,58,0,58,2,58,0
2021-08-01,0,46,0,9,44,0,,0,0,71,0,71,1,71,0,71,0,71,1,71,0,71,0,71,0,71,0,77,0,77,3,77,0,77,0,77,3,77,0,77,0,77,0,77,0,43,0,43,4,43,0,43,1,43,4,43,0,43,0,43,0,43,0,58,0,58,16,58,0,58,2,58,16,58,0,58,0,58,0,58,0
2021-08-02,0,20,0,35,19,0,,0,0,74,0,74,1,74,0,74,1,74,1,74,0,74,0,74,0,74,0,81,0,81,1,81,0,81,2,81,1,81,0,81,0,81,0,81,0,50,0,50,2,50,0,50,2,50,2,50,0,50,0,50,0,50,0,58,0,58,7,58,0,58,9,58,7,58,0,58,0,58,0,58,0
2021-08-03,0,0,13,8,35,0,,0,0,73,0,73,0,73,0,73,0,73,1,73,0,73,0,73,0,73,0,75,0,75,0,75,0,75,0,75,3,75,0,75,0,75,0,75,0,53,0,53,0,53,1,53,1,53,3,53,0,53,0,53,0,53,0,53,0,53,0,53,2,53,2,53,12,53,0,53,0,53,0,53,0
2021-08-04,0,37,13,41,36,0,,0,57,64,0,64,1,64,0,64,1,64,1,64,0,64,0,64,0,64,0,91,0,91,3,91,0,91,2,91,3,91,0,91,0,91,0,91,0,55,0,55,3,55,1,55,3,55,3,55,0,55,0,55,0,55,1,74,0,74,13,74,2,74,11,74,13,74,0,74,0,74,0,74,2
2021-08-05,30,6,14,25,30,0,,0,0,60,0,60,0,60,0,60,1,60,1,60,0,60,0,60,0,60,0,74,0,74,0,74,0,74,1,74,2,74,0,74,0,74,0,74,0,46,1,46,1,46,1,46,2,46,3,46,0,46,0,46,0,46,0,60,2,60,2,60,2,60,6,60,11,60,0,60,0,60,0,60,0
2021-08-06,0,14,0,0,20,0,,0,0,51,0,51,0,51,0,51,0,51,1,51,0,51,0,51,0,51,0,58,0,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,31,0,31,1,31,0,31,0,31,2,31,0,31,0,31,0,31,0,57,0,57,5,57,0,57,0,57,7,57,0,57,0,57,0,57,0
2021-08-07,0,33,0,0,6,0,,51,0,59,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,66,0,66,2,66,0,66,0,66,0,66,0,66,0,66,0,66,0,34,0,34,3,34,0,34,0,34,1,34,0,34,0,34,1,34,0,66,0,66,12,66,0,66,0,66,2,66,0,66,0,66,2,66,0
2021-08-08,0,45,42,17,37,94,,0,0,76,0,76,1,76,1,76,0,76,1,76,0,76,0,76,0,76,0,87,0,87,3,87,1,87,1,87,3,87,0,87,0,87,0,87,0,49,0,49,4,49,2,49,1,49,4,49,1,49,0,49,0,49,0,57,0,57,16,57,7,57,4,57,13,57,2,57,0,57,0,57,0
2021-08-09,30,37,53,17,12,0,,0,0,74,0,74,1,74,1,74,0,74,0,74,0,74,0,74,0,74,0,78,0,78,3,78,2,78,1,78,1,78,0,78,0,78,0,78,0,59,1,59,3,59,2,59,1,59,1,59,0,59,0,59,0,59,0,62,2,62,13,62,8,62,4,62,4,62,0,62,0,62,0,62,0
2021-08-10,31,39,28,0,50,0,,51,0,74,0,74,1,74,0,74,0,74,2,74,0,74,0,74,0,74,0,86,0,86,3,86,1,86,0,86,4,86,0,86,0,86,0,86,0,54,1,54,4,54,1,54,0,54,5,54,0,54,0,54,1,54,0,78,2,78,14,78,4,78,0,78,18,78,0,78,0,78,2,78,0
2021-08-11,0,31,13,34,30,0,,49,0,74,0,74,1,74,0,74,1,74,1,74,0,74,0,74,0,74,0,70,0,70,2,70,0,70,2,70,2,70,0,70,0,70,0,70,0,45,0,45,3,45,1,45,2,45,3,45,0,45,0,45,1,45,0,38,0,38,11,38,2,38,9,38,11,38,0,38,0,38,2,38,0
2021-08-12,0,41,15,9,20,0,,53,0,56,0,56,1,56,0,56,0,56,1,56,0,56,0,56,0,56,0,66,0,66,3,66,0,66,0,66,1,66,0,66,0,66,0,66,0,59,0,59,4,59,1,59,1,59,2,59,0,59,0,59,1,59,0,82,0,82,14,82,2,82,2,82,7,82,0,82,0,82,2,82,0
2021-08-13,0,14,0,0,0,100,,0,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,63,0,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,41,0,41,1,41,0,41,0,41,0,41,1,41,0,41,0,41,0,54,0,54,5,54,0,54,0,54,0,54,2,54,0,54,0,54,0
2021-08-14,0,26,0,17,0,0,,50,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,2,66,0,66,1,66,0,66,0,66,0,66,0,66,0,33,0,33,2,33,0,33,1,33,0,33,0,33,0,33,1,33,0,41,0,41,9,41,0,41,4,41,0,41,0,41,0,41,2,41,0
2021-08-15,29,18,13,0,12,0,,0,0,71,0,71,1,71,0,71,0,71,0,71,0,71,0,71,0,71,0,81,0,81,1,81,0,81,0,81,1,81,0,81,0,81,0,81,0,49,1,49,2,49,1,49,0,49,1,49,0,49,0,49,0,49,0,60,2,60,6,60,2,60,0,60,4,60,0,60,0,60,0,60,0
2021-08-16,0,24,0,16,17,0,,93,0,70,0,70,1,70,0,70,0,70,1,70,0,70,0,70,0,70,0,86,0,86,2,86,0,86,1,86,1,86,0,86,0,86,1,86,0,59,0,59,2,59,0,59,1,59,2,59,0,59,0,59,1,59,0,55,0,55,8,55,0,55,4,55,6,55,0,55,0,55,4,55,0
